	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)	Id	Id	Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Revisado_1	Pré-classificação conceitual	Comentário
63	medium	SELECT * FROM log2 ORDER BY log2.costevent Asc	SELECT costevent, activity FROM log2 ORDER BY costevent	2748	2748			Original - a ideia é ok, mas acho que a requisição não faz sentido		Qual o custo de cada registro de atividade ordenado pelo costevent?	What is the cost of each activity record ordered by costevent?	select costevent , activity from public.log2_excerpt9 order by costevent;	Apresente o custo do evento e a atividade associada, ordenado pelo custo do evento. 		select cost, activity from events_log order by cost	S	eventos	Realmente, não parece ter muito propósito esse enunciado
	medium							Correta olhando para o SQL		Apresente o custo do evento e a atividade associada, ordenado pelo custo do evento. 	Present the cost of the event and the associated activity, sorted by the cost of the event.	 	 					
	medium									Apresente o custo de cada evento e a atividade executada, ordenando pelo custo do evento.	List the cost of each event and the executed activity, sorted by event cost							
	medium									Apresente o custo de cada evento e a atividade executada correspondente, ordenando pelo custo do evento.	List the cost of each event and the corresponding executed activity, sorted by event cost							
	medium									Liste o custo de cada evento e a atividade associada, ordenado pelo custo do evento.	List the cost of each event and the associated activity, sorted by event cost							
	medium									Liste o custo de cada evento e a atividade executada, ordenando pelo custo do evento.	List the cost of each event and the executed activity, sorted by event cost							
	medium									Liste o custo de cada evento e a atividade executada correspondente, ordenando pelo custo do evento.	List the cost of each event and the corresponding executed activity, sorted by event cost							
								(Paráfrases de Thais)  ✅		(fazer mais - olhar inglês) ✅	 	 	 					
																		
64	medium	SELECT log1.activity FROM log1 WHERE log5.costevent = 'terminal'	SELECT * FROM log3 WHERE activity LIKE '%A_S'	2750	2750			Original - está incompleta e imprecisa		Busque todas as com a descrição _SUBMITTED-COMPLETE	Fetch all activities with A_SUBMITTED-COMPLETE description.	SELECT * FROM log3_excerpt15 WHERE activity LIKE '%A_S'	Liste todos os eventos, e seus atributos, que estão associados as atividades ''permissão".	List all the events, along with their attributes, that are associated to the activities 'permit'.	SELECT * FROM events_log WHERE activity LIKE '%Permit%'	S	eventos	Alterado levemente a consulta.
	medium							Corrigida		Liste todos os eventos, e seus atributos, que estão associados à atividade 'A_SUBMITTED-COMPLETE'.	List all the events, along with their attributes, that are associated to the activity 'A_SUBMITTED-COMPLETE'.	 	 					
	medium									Liste todos os eventos, e seus correspondetes valores de atributos, que estão associados à atividade 'A_SUBMITTED-COMPLETE'.	List all the events, along with their corresponding attributes' values, that are associated to the activity 'A_SUBMITTED-COMPLETE'.							
	medium									Recupere todos os eventos, e seus atributos, que estão associados à atividade 'A_SUBMITTED-COMPLETE'.	Retrieve all the events, along with their attributes, that are associated to the activity 'A_SUBMITTED-COMPLETE'.							
	medium									Quais são os eventos associados à execução da atividade 'A_SUBMITTED-COMPLETE'? Liste todos os atributos dos eventos.	Which are the events to the execution of the activity 'A_SUBMITTED-COMPLETE'? List all the attributes of the events.	 	 					
	medium									Quais são os eventos associados à execução da atividade 'A_SUBMITTED-COMPLETE'? Liste todos os atributos de cada evento.	Which are the events to the execution of the activity 'A_SUBMITTED-COMPLETE'? List all the attributes of each event.							
	medium									Quais são os eventos, e seus correspondentes valores de atributos, referentes à atividade 'A_SUBMITTED-COMPLETE?	Which are the events, and their corresponding attributes' values, referring to the activity 'A_SUBMITTED-COMPLETE'?							
	medium									As execuções da atividade 'A_SUBMITTED-COMPLETE' estão associadas a quais eventos? Como esses eventos são caracterizados?	To which events are the executions of the activity 'A_SUBMITTED-COMPLETE' associated? How are these events characterized?							
	medium										To which events are the executions of the activity 'A_SUBMITTED-COMPLETE' related? How are these events characterized?							
	medium									O que caracteriza os eventos associados à execução da atividade 'A_SUBMITTED-COMPLETE'?								
	medium									Mostre os valores dos atributos dos eventos associados à atividade 'A_SUBMITTED-COMPLETE'.								
	medium									A atividade 'A_SUBMITTED-COMPLETE' está associada a quais eventos? Liste os valores dos atributos desses eventos.								
											(fazer inglês)							
																		
65	easy	SELECT Max(log1.costevent) FROM log1 ORDER BY log1.costevent Desc LIMIT 1	SELECT MAX(costevent) FROM log8	2753	2753			*Original		Qual o maior valor de custo de evento entre todas as atividades apresentadas no log?	What is the highest event cost value among all activities presented in the log?	SELECT MAX(costevent) AS MaxCost FROM log8_excerpt40;	Qual é o maior valor de custo de evento existentes no log?		SELECT MAX(cost) FROM events_log	S	eventos	Similar a nova consulta da 2744
	easy	essa consulta faz sentido? tem comandos a mais nela, correto?						*Apenas corrigindo a consulta do humana		Qual é o maior valor de custo de evento existentes no log?	What is the highest event cost value in the log?	SELECT MAX(costevent) FROM log8;	 					
	easy									Qual é o maior valor de custo de evento existente no log de eventos?	What is the largest event cost value in the event log?	 	 					
	easy									Qual é o maior custo existente no log de eventos?	What is the biggest cost in the event log?	 	 					
	easy										What is the largest event cost value in the log?	 	 					
	easy										What is the highest event cost value in the event log?	 	 					
																		
66	hard	SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal' INTERSECT SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal'	SELECT idcase FROM log5 WHERE resource = 'Carrie' INTERSECT SELECT idcase FROM log5 WHERE resource = 'Tomas'	2754	2754			Original		Quais são os casos em que tanto Carrie quanto Tomas participam?	What are the cases in which both Carrie and Tomas take part?	SELECT idcase FROM public.log5 WHERE resource = 'Carrie' INTERSECT SELECT idcase FROM public.log5 WHERE resource = 'Tomas';	Recupere os casos em que tanto o recurso Sara quanto o recurso Thomas participaram.	Retrieve the cases where both the resource Sara and the resource Thomas participated.	SELECT idcase FROM events_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM events_log WHERE resource = 'Thomas'	S	casos	
	hard							(achei que foi uma boa requisição)		Recupere os casos em que tanto o recurso Carrie quanto o recurso Tomas participaram.	Retrieve the cases where both the resource Carrie and the resource Tomas participated.	acho que tem que colocar um distinct id case	 					
	hard									Quais foram os casos em que ambos os recursos, Carrie e Tomas, participaram?	What were the cases that both resources Carrie and Tomas participated in?	(pensei em fazer mais simples, só com o where, mas acho que não dá)	 					
	hard									Liste os identificadores dos cases em que os recursos Carrie e Tomas atuaram.	List the identifiers of the cases where resources Carrie and Tomas acted.	 	 					
	hard									Os recursos Carrie e Tomas participaram ambos de quais casos?	Resources Carrie and Tomas both participated in which cases?	 	 					
	hard									Os recursos Carrie e Tomas participaram juntos de quais casos?	Resources Carrie and Tomas were on which cases together?	 	 					
