1	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)			Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	 	
	extra							(considerando que a consulta retorna 3 informações) -Ais		Calcule, para cada caso, o tempo decorrido do primeiro evento até o evento de interesse associado à atividade 'End trip' ou 'Declaration REJECTED by EMPLOYEE' ou 'Payment Handled', e recupere o caso, a atividade do evento de interesse e o tempo calculado.	Calculate, for each case, the time elapsed from the first event until the event of interest associated with the activity 'End trip' or 'Declaration REJECTED by EMPLOYEE' or 'Payment Handled', and retrieve the case, the event of interest's activity and the calculated time. 			
								(Paráfrases de Ais)  		(fazer mais - olhar inglês)  	 		 	
													 	
57	easy	SELECT log1.resource FROM log1 WHERE log1.activity = 'terminal'	SELECT * FROM log6 WHERE activity IN ('Closed')	2741	2741			Original		Há algum registro de atividade 'Closed' no log? Se sim, mostrar dados do evento.	Are there any records of 'Closed' activity in the log? If yes, show event data.	SELECT * FROM log6_excerpt27 WHERE activity IN ('Closed')	 	
	easy							*Apenas corrigindo a consulta do humana			Are there any records of activity 'Closed' in the event log? If yes, show event data.	"SELECT * FROM log6 WHERE activity = 'Closed';"	 	
	easy									Existem registros da atividade 'Closed' no log de eventos? Se sim, mostre os dados dos eventos associados aos registros	Are there records of activity 'Closed' in the event log? If yes, show the event data associated with the records	 	 	
	easy									Recupere os dados dos eventos associados às atividades 'Closed' existentes no log de eventos.	Retrieve event data associated with existing activities 'Closed' in the event log.	 	 	
													 	
58	medium	SELECT Avg(log3.enddatetime), log2.activity FROM log2 GROUP BY log2.activity	SELECT T0.ACTIVITY, AVG(T0.ENDDATETIME - T1.ENDDATETIME) FROM LOG8 as T0 JOIN LOG8 as T1 ON T0.IDCASE = T1.IDCASE AND T0.IDEVENT = T1.IDEVENT + 1 GROUP BY T0.activity	2743	2743			"Original imprecisa - não existe ""tipo de atividade"""		Qual o tempo de duração médio de cada tipo de atividade?	What is the average time duration of each type of activity?	"SELECT ACTIVITY, AVG(DURATION) FROM (SELECT LOG1.ACTIVITY, LOG1.ENDDATETIME - LOG2.ENDDATETIME AS DURATION FROM PUBLIC.LOG8_EXCERPT40 LOG1 JOIN PUBLIC.LOG8_EXCERPT40 LOG2 ON LOG1.IDCASE = LOG2.IDCASE AND LOG1.IDEVENT = LOG2.IDEVENT + 1) AS ACTIVITY_DURATIONS GROUP BY ACTIVITY;"	 	
	medium							Correto		Qual o tempo de duração médio de cada atividade?	What is the average time duration of each activity?	 	 	
	medium									Qual é o tempo de duração médio de cada atividade?				
	medium									Quanto dura, em média, cada atividade?	On average, how long does an activity last?	 	 	
	medium									Qual a duração média de cada atividade?	What is the average duration of each activity?			
	medium									Qual é a duração média de cada atividade?				
	medium									Qual é, em média, a duração de cada atividade?	On average, what is the average duration of each activity?			
	medium									Qual a média de duração de cada atividade?	What is the average of the duration of each activity?			
	medium									Qual é a média de duração de cada atividade?				
	medium									Quanto dura cada tipo de atividade em média?	How long does each type of activity last on average?			
	medium									Quanto dura cada atividade em média?	How long does each activity last on average?			
	medium									Informe o tempo de duração médio de cada tipo de atividade	Inform the average time duration of each type of activity			
	medium									Informe qual é o tempo de duração médio de cada atividade	Inform what is the average time duration of each activity			
	medium									Informe qual o tempo de duração médio de cada atividade				
	medium									Informe o tempo de duração médio de cada atividade	Inform the average time duration of each activity			
	medium									Informe quanto dura, em média, cada atividade	Inform how long, on average, an activity lasts			
	medium									Informe a duração média de cada tipo de atividade	Inform the average duration of each type of activity			
	medium									Informe qual é a duração média de cada atividade	Inform what is the average duration of each activity			
	medium									Informe qual a duração média de cada atividade				
	medium									Informe a duração média de cada atividade	Inform the average duration of each activity			
	medium									Informe qual é, em média, a duração de cada atividade	Inform what is, on average, the duration of each activity			
	medium									Informe qual é a média de duração de cada atividade	Inform what is the average of the duration of each activity			
	medium									Informe qual a média de duração de cada atividade				
	medium									Informe a média de duração de cada atividade	Inform the average of the duration of each type activity			
	medium									Informe quanto dura cada atividade em média	Inform how long does an activity last on average			
								(Paráfrases de Ais) 		(fazer mais - olhar inglês) 				
													 	
59	extra	SELECT log3.idcase FROM log3 ORDER BY log3.costevent Desc LIMIT 1	SELECT DISTINCT IDCASE, COSTEVENT FROM log8 WHERE COSTEVENT = (SELECT MAX(COSTEVENT) FROM log8)	2744	2744			Original		Qual o caso com maior custo?	What is the case with the highest cost?	"SELECT DISTINCT IDCASE, COSTEVENT FROM PUBLIC.LOG8_EXCERPT40 WHERE COSTEVENT = (SELECT MAX(COSTEVENT) FROM PUBLIC.LOG8_EXCERPT40);"	 	
	extra									Qual é o caso que possui o mais alto custo?	What is the case that has the highest cost?	Essa consulta não resolve a requisição de case de mais alto custo, porque tem que SOMAR o custo de todos os eventos.	 	
	extra									Qual caso tem o custo máximo?	Which case has the maximum cost?			
	extra									Apresente o caso cujo custo é o mais alto.	Show the case whose cost is the highest.			
	extra									Apresente o caso cujo custo é o máximo.	Show the case the cost of which is the maximum.			
	extra									Apresente o caso de maior custo.	Show the case of highest cost.			
	extra							(Paráfrases de Ais) 		(fazer mais - olhar inglês) 		Fazer outra consulta. Para esta criei outra requisição (nova consulta - abaixo)	 	
													 	
60	?						nova consulta	nova consulta		Qual é o evento com maior custo?	What is the event with the highest cost?	 	 	
	?									Qual é o evento que possui o mais alto custo?	What is the event that has the highest cost?			
	?									Qual evento tem o custo máximo?	Which event has the maximum cost?			
	?									Qual evento tem o valor máximo de custo?	Which event has the maximum cost value?			
	?									Apresente o evento cujo custo é o mais alto.	Show the event whose cost is the highest.			
	?									Apresente o evento cujo custo é o máximo.	Show the event the cost of which is the maximum.			
	?									Apresente o evento de maior custo.	Show the event of highest cost.			
	?									Apresente o evento cujo valor de custo é o mais alto.	Show the event whose cost value is the highest.			
	?									Apresente o evento cujo valor de custo é o máximo.	Show the event the cost value of which is the maximum.			
	?									Apresente o evento de maior valor de custo.	Show the event of highest cost value.			
	?									Informe o evento cujo custo é o mais alto.	Inform the event whose cost is the highest.			
	?									Informe o evento cujo custo é o máximo.	Inform the event the cost of which is the maximum.			
	?									Informe o evento de maior custo.	Inform the event of highest cost.			
	?									Informe o evento cujo valor de custo é o mais alto.	Inform the event whose cost value is the highest.			
	?									Informe o evento cujo valor de custo é o máximo.	Inform the event the cost value of which is the maximum.			
	?									Informe o evento de maior valor de custo.	Inform the event of highest cost value.			
								(Paráfrases de Thais)  		(fazer mais - olhar inglês) 	 	 	 	
													 	
61	medium	SELECT log1.activity FROM log1 WHERE log1.activity = 'terminal'	SELECT * FROM log8 WHERE activity LIKE 'Start trip'	2745	2745			"Original - o uso de ""status"" como sinônimo de atividade não está correto"	 	Quais atividades existem com status 'Start trip'?	What activities exist with 'Start trip' status?	select * from public.log8_excerpt40 where activity like 'Start trip'	 	
	medium							Correto pensando na consulta realizada		Liste os eventos, com seus atributos, que se referem à atividade 'Start trip'	"List the events, along with their attributes, referrring to the activity ""Start trip"""	 	 	
	medium									Liste os eventos, com seus respectivos atributos, que referem à atividade 'Start trip'	"List the events, along with their respective attributes, referrring to the activity ""Start trip"""			
	medium									Liste os eventos, com seus atributos, que se referem à execução da atividade 'Start trip'	"List the events, along with their attributes, referrring to the execution of the activity ""Start trip"""			
	medium									Liste os eventos, com seus respectivos atributos, que referem à execução da atividade 'Start trip'	"List the events, along with their respective attributes, referrring to the execution of the activity ""Start trip"""			
	medium									Liste todas as informações disponíveis sobre os eventos que se referem à atividade 'Start trip'	"List all the available information about the events referring to the activity ""Start trip"""			
	medium									Liste todas as informações disponíveis sobre os eventos  que se referem à execução da atividade 'Start trip'	"List all the available information about the events referring to the execution of the activity ""Start trip"""			
